id,APP,commit url,types,cases,explanation,consequences,source-code locations,defect-triggering tests,correct source-code paths,consequences_details
237,0xk1h0/PentestGPT,https://github.com/0xk1h0/PentestGPT/tree/a6edb3053ef1b3e0c36286306bc95cd8e6ceb026,insufficient history management,/,Test history is not properly handled,IC,"pentestgpt/utils/chatgpt.py
pentestgpt/utils/llm_api.py
pentestgpt/utils/APIs/gpt4all_api.py","1. Set up PentestGPT: Ensure the project is correctly set up in your local environment.
2. Configure Test History: Verify the configuration for handling test history.
3. Run PentestGPT: Execute `python pentestgpt.py` or the relevant command to start the server.
4. Open the test interface in the web UI.
5. Conduct a series of tests or interactions.
6. Check if the test history is recorded and managed correctly, and observe any issues or inconsistencies in how the history is handled or displayed.","['pentestgpt/utils/chatgpt.py', 'pentestgpt/utils/APIs/gpt4all_api.py', 'pentestgpt/utils/llm_api.py']",['incorrectness']
238,0xk1h0/PentestGPT,https://github.com/0xk1h0/PentestGPT/tree/a6edb3053ef1b3e0c36286306bc95cd8e6ceb026,sketchy error handling,case1,Add handler for repeated commands.,"IC,SL","pentestgpt/utils/chatgpt.py
pentestgpt/utils/llm_api.py","1.Set up PentestGPT: Ensure PentestGPT is correctly set up and running in your local environment following the setup instructions in the project's README.md.
2.Configure the Environment: Open the config.py file located in the project directory.Set the API_KEY parameter with your valid API key.Ensure other configuration parameters are set to their default values unless specified otherwise.
3.Initiate a Scan: Start a pentesting scan using the following command:python pentest.py --target example.com
4.Monitor the Output: Observe the output in the terminal and note if the scan process initiates correctly.
5.Trigger the Error: During the scan process, attempt to run a specific module or test that requires elevated privileges or specific network access. For example:python pentest.py --target example.com --module network_scan
6.Observe the Error: Note if an error occurs indicating a failure in the scan process. The error message should be similar to:PermissionError: [Errno 13] Permission denied
Alternatively, the error might relate to missing dependencies or incorrect configuration, such as:ModuleNotFoundError: No module named 'some_required_module'
7.Check Logs: Review the application logs and console output for any additional error messages or stack traces related to the failure.","['pentestgpt/utils/chatgpt.py', 'pentestgpt/utils/llm_api.py']","['incorrectness', 'slower execution']"
239,vmayoral/PentestGPT,https://github.com/vmayoral/PentestGPT/tree/58e80fa92dea24da3d4899aa625b7683100720da,missing llm input format validation,/,The analysis of PPT documents needs optimization,IC,"prompts/prompt_class_old.py
utils/pentest_gpt.py
prompts/prompt_class.py",Upload the pptx file.,"['prompts/prompt_class.py', 'utils/pentest_gpt.py', 'prompts/prompt_class_old.py']",['incorrectness']
240,vmayoral/PentestGPT,https://github.com/vmayoral/PentestGPT/tree/58e80fa92dea24da3d4899aa625b7683100720da,unclear context in prompt,/,Knowledge Base Q&A does not match a concise description of/problem,IC,"prompts/prompt_class_old.py
prompts/prompt_class.py","1.Set up: Ensure the project is correctly set up in your local environment.
2.Execute 'Knowledge Base Management - Create New Knowledge Base - Upload Files'.
3.Click 'Conversation - Select Knowledge Base Q&A - Choose Knowledge Base'.
4.Scroll to 'Input Box and Ask a Question'.
5.Observe the issue: 'No related documents found, the response is based on the model's own capability.'","['prompts/prompt_class.py', 'prompts/prompt_class_old.py']",['incorrectness']
241,vmayoral/PentestGPT,https://github.com/vmayoral/PentestGPT/tree/58e80fa92dea24da3d4899aa625b7683100720da,exceeding llm content limit,,Memory context limit exceeded ,ST,"utils/chatgpt_api.py
utils/chatgpt.py","1. Set up: Ensure the project is correctly set up in your local environment.
2. Configure Memory Context: Set or verify the memory context limit in the configuration file.
3. Run MemGPT: Execute `python memgpt.py` or the relevant command to start the server.
4. Open the chat or interaction interface.
5. Input a series of queries or interactions that are designed to exceed the memory context limit.
6. Observe if a ""Memory context limit exceeded"" error occurs or if the system fails to handle the excess memory context properly.","['utils/chatgpt_api.py', 'utils/chatgpt.py']",['fail-stops']
242,vmayoral/PentestGPT,https://github.com/vmayoral/PentestGPT/tree/58e80fa92dea24da3d4899aa625b7683100720da,insufficient history management,/,Test history is not properly handled,IC,"utils/chatgpt_browser.py
utils/chatgpt_api.py
utils/chatgpt.py","1. Set up PentestGPT: Ensure the project is correctly set up in your local environment.
2. Configure Test History: Verify the configuration for handling test history.
3. Run PentestGPT: Execute `python pentestgpt.py` or the relevant command to start the server.
4. Open the test interface in the web UI.
5. Conduct a series of tests or interactions.
6. Check if the test history is recorded and managed correctly, and observe any issues or inconsistencies in how the history is handled or displayed.","['utils/chatgpt_browser.py', 'utils/chatgpt_api.py', 'utils/chatgpt.py']",['incorrectness']
243,vmayoral/PentestGPT,https://github.com/vmayoral/PentestGPT/tree/58e80fa92dea24da3d4899aa625b7683100720da,sketchy error handling,case1,Add handler for repeated commands.,"IC,SL","utils/chatgpt_api.py
utils/chatgpt.py","1.Set up PentestGPT: Ensure PentestGPT is correctly set up and running in your local environment following the setup instructions in the project's README.md.
2.Configure the Environment: Open the config.py file located in the project directory.Set the API_KEY parameter with your valid API key.Ensure other configuration parameters are set to their default values unless specified otherwise.
3.Initiate a Scan: Start a pentesting scan using the following command:python pentest.py --target example.com
4.Monitor the Output: Observe the output in the terminal and note if the scan process initiates correctly.
5.Trigger the Error: During the scan process, attempt to run a specific module or test that requires elevated privileges or specific network access. For example:python pentest.py --target example.com --module network_scan
6.Observe the Error: Note if an error occurs indicating a failure in the scan process. The error message should be similar to:PermissionError: [Errno 13] Permission denied
Alternatively, the error might relate to missing dependencies or incorrect configuration, such as:ModuleNotFoundError: No module named 'some_required_module'
7.Check Logs: Review the application logs and console output for any additional error messages or stack traces related to the failure.","['utils/chatgpt_api.py', 'utils/chatgpt.py']","['incorrectness', 'slower execution']"
244,ranfysvalle02/chatdocs-mdb,https://github.com/ranfysvalle02/chatdocs-mdb/tree/6322d0ea03d2a3a14fbfaa7ca9f12104e733a72f,missing llm input format validation,/,The analysis of PPT documents needs optimization,IC,chatdocs/chat.py,Upload the pptx file.,['chatdocs/chat.py'],['incorrectness']
245,ranfysvalle02/chatdocs-mdb,https://github.com/ranfysvalle02/chatdocs-mdb/tree/6322d0ea03d2a3a14fbfaa7ca9f12104e733a72f,lacking restrictions in prompt,case1,Limiting input length to prevent out of memory issues,"ST,UI",chatdocs/chat.py,"1. Set up ChatDocs: Ensure the project is correctly set up in your local environment.
2. Configure Input Length Limit: Set a specific limit for input length in the configuration file.
3. Run ChatDocs: Execute `python chatdocs.py` or the relevant command to start the server.
4. Open the input interface in the web UI.
5. Enter a lengthy input that exceeds the configured limit.
6. Observe if the system properly enforces the input length limit and prevents out-of-memory issues.",['chatdocs/chat.py'],"['fail-stops', 'unfriendly user interface']"
246,ranfysvalle02/chatdocs-mdb,https://github.com/ranfysvalle02/chatdocs-mdb/tree/6322d0ea03d2a3a14fbfaa7ca9f12104e733a72f,unclear context in prompt,case1,Query giving wrong citations and answers out of the document,IC,chatdocs/chat.py,"1. Set up ChatDocs: Ensure the project is correctly set up in your local environment.
2. Upload a document for querying.
3. Run ChatDocs: Execute `python chatdocs.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query related to the content of the uploaded document.
6. Observe the response to check if it includes wrong citations or answers that are not from the document.",['chatdocs/chat.py'],['incorrectness']
247,ranfysvalle02/chatdocs-mdb,https://github.com/ranfysvalle02/chatdocs-mdb/tree/6322d0ea03d2a3a14fbfaa7ca9f12104e733a72f,knowledge misalignment,/,Error when parquet files get too big / function for splitting?,ST,"chatdocs/embeddings.py
chatdocs/add.py","1. Set up ChatDocs: Ensure the project is correctly set up in your local environment.
2. Prepare a large Parquet file for testing.
3. Run ChatDocs: Execute `python chatdocs.py` or the relevant command to start the server.
4. Upload the large Parquet file using the web UI.
5. Observe if an error occurs when handling the large Parquet file.
6. Check if there is a function or option for splitting the Parquet file to avoid errors.","['chatdocs/add.py', 'chatdocs/embeddings.py']",['fail-stops']
248,ranfysvalle02/chatdocs-mdb,https://github.com/ranfysvalle02/chatdocs-mdb/tree/6322d0ea03d2a3a14fbfaa7ca9f12104e733a72f,imprecise knowledge retrieval,/,"Asking a question gives ""Index not found, please create an instance before querying""",ST,"chatdocs/embeddings.py
chatdocs/add.py","1. Set up ChatDocs: Ensure the project is correctly set up in your local environment.
2. Upload a document for querying.
3. Run ChatDocs: Execute `python chatdocs.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a question related to the content of the uploaded document.For example, ""Summarize the key points of the document.""
6. Observe if the response includes the error message ""Index not found, please create an instance before querying.""or ""ValueError: invalid literal for int() with base 10: 'some_value'""","['chatdocs/add.py', 'chatdocs/embeddings.py']",['fail-stops']
249,ranfysvalle02/chatdocs-mdb,https://github.com/ranfysvalle02/chatdocs-mdb/tree/6322d0ea03d2a3a14fbfaa7ca9f12104e733a72f,exceeding llm content limit,case1,Responses get cut off in the middle.,IC,"chatdocs/llms.py
chatdocs/ui.py","1. Set up ChatDocs: Ensure the project is correctly set up in your local environment.
2. Upload a document for querying.
3. Run ChatDocs: Execute `python chatdocs.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query related to the content of the uploaded document.
6. Observe the response to check if it gets cut off in the middle.","['chatdocs/llms.py', 'chatdocs/ui.py']",['incorrectness']
250,Vidminas/chatdocs-streamlit,https://github.com/Vidminas/chatdocs-streamlit/tree/cf4053a1b20116fb0d05e64778e3c4c28b902f2a,missing llm input format validation,/,The analysis of PPT documents needs optimization,IC,"chatdocs/chat.py
chatdocs/pages/embeddings_viz.py
chatdocs/document_loaders/nougat_loader.py",Upload the pptx file.,"['chatdocs/pages/embeddings_viz.py', 'chatdocs/document_loaders/nougat_loader.py', 'chatdocs/chat.py']",['incorrectness']
251,Vidminas/chatdocs-streamlit,https://github.com/Vidminas/chatdocs-streamlit/tree/cf4053a1b20116fb0d05e64778e3c4c28b902f2a,lacking restrictions in prompt,case1,Limiting input length to prevent out of memory issues,"ST,UI",chatdocs/ui.py,"1. Set up ChatDocs: Ensure the project is correctly set up in your local environment.
2. Configure Input Length Limit: Set a specific limit for input length in the configuration file.
3. Run ChatDocs: Execute `python chatdocs.py` or the relevant command to start the server.
4. Open the input interface in the web UI.
5. Enter a lengthy input that exceeds the configured limit.
6. Observe if the system properly enforces the input length limit and prevents out-of-memory issues.",['chatdocs/ui.py'],"['fail-stops', 'unfriendly user interface']"
252,Vidminas/chatdocs-streamlit,https://github.com/Vidminas/chatdocs-streamlit/tree/cf4053a1b20116fb0d05e64778e3c4c28b902f2a,unclear context in prompt,case1,Query giving wrong citations and answers out of the document,IC,chatdocs/ui.py,"1. Set up ChatDocs: Ensure the project is correctly set up in your local environment.
2. Upload a document for querying.
3. Run ChatDocs: Execute `python chatdocs.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query related to the content of the uploaded document.
6. Observe the response to check if it includes wrong citations or answers that are not from the document.",['chatdocs/ui.py'],['incorrectness']
253,Vidminas/chatdocs-streamlit,https://github.com/Vidminas/chatdocs-streamlit/tree/cf4053a1b20116fb0d05e64778e3c4c28b902f2a,knowledge misalignment,/,Error when parquet files get too big / function for splitting?,ST,"chatdocs/pages/embeddings_viz.py
chatdocs/embeddings.py
chatdocs/vectorstores.py","1. Set up ChatDocs: Ensure the project is correctly set up in your local environment.
2. Prepare a large Parquet file for testing.
3. Run ChatDocs: Execute `python chatdocs.py` or the relevant command to start the server.
4. Upload the large Parquet file using the web UI.
5. Observe if an error occurs when handling the large Parquet file.
6. Check if there is a function or option for splitting the Parquet file to avoid errors.","['chatdocs/vectorstores.py', 'chatdocs/pages/embeddings_viz.py', 'chatdocs/embeddings.py']",['fail-stops']
254,Vidminas/chatdocs-streamlit,https://github.com/Vidminas/chatdocs-streamlit/tree/cf4053a1b20116fb0d05e64778e3c4c28b902f2a,imprecise knowledge retrieval,/,"Asking a question gives ""Index not found, please create an instance before querying""",ST,"chatdocs/ui.py
chatdocs/chains.py","1. Set up ChatDocs: Ensure the project is correctly set up in your local environment.
2. Upload a document for querying.
3. Run ChatDocs: Execute `python chatdocs.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a question related to the content of the uploaded document.For example, ""Summarize the key points of the document.""
6. Observe if the response includes the error message ""Index not found, please create an instance before querying.""or ""ValueError: invalid literal for int() with base 10: 'some_value'""","['chatdocs/chains.py', 'chatdocs/ui.py']",['fail-stops']
255,Vidminas/chatdocs-streamlit,https://github.com/Vidminas/chatdocs-streamlit/tree/cf4053a1b20116fb0d05e64778e3c4c28b902f2a,exceeding llm content limit,case1,Responses get cut off in the middle.,IC,"chatdocs/chat.py
chatdocs/ui.py
chatdocs/llms.py","1. Set up ChatDocs: Ensure the project is correctly set up in your local environment.
2. Upload a document for querying.
3. Run ChatDocs: Execute `python chatdocs.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query related to the content of the uploaded document.
6. Observe the response to check if it gets cut off in the middle.","['chatdocs/ui.py', 'chatdocs/llms.py', 'chatdocs/chat.py']",['incorrectness']
256,iMagist486/ElasticSearch-Langchain-Chatglm2,https://github.com/iMagist486/ElasticSearch-Langchain-Chatglm2/tree/304d3d204a00782a0078fd76be232fa5802f4307,unclear context in prompt,/,The LLM's answers sometimes contradict the truth or the content of the uploaded file,IC,"model/base.py
model/chatglm_llm.py","1.In the the application, select a character to converse with.
2.Ask the character vague or ambiguous questions/overly complex or contradictory Information
like ""Explain what it is."" or ""If the sun were blue, what color would the moon be?""","['model/chatglm_llm.py', 'model/base/base.py']",['incorrectness']
257,iMagist486/ElasticSearch-Langchain-Chatglm2,https://github.com/iMagist486/ElasticSearch-Langchain-Chatglm2/tree/304d3d204a00782a0078fd76be232fa5802f4307,missing llm input format validation,/,This project can't accept images read from PDF. ,IC,web.py,"1. Set up GPT4 PDF Chatbot LangChain: Ensure the project is correctly set up in your local environment.
2. Upload a PDF document that contains images.
3. Run the Chatbot: Execute `python app.py` or the relevant command to start the server.
4. Open the chat interface in the web UI.
5. Enter a query that references the images in the PDF.
6. Observe if the response fails to include or reference the images from the PDF, indicating that the project cannot process images read from PDF documents.(for example,OSError: [Errno 24] Too many open files)
7.Check Logs and Output: Review the application logs and console output for any additional error messages or stack traces that provide more details about the failure.",['web.py'],['incorrectness']
258,iMagist486/ElasticSearch-Langchain-Chatglm2,https://github.com/iMagist486/ElasticSearch-Langchain-Chatglm2/tree/304d3d204a00782a0078fd76be232fa5802f4307,exceeding llm content limit,/,"PineconeError: Error, message length too large: found 5453452 bytes, the limit is: 4194304 bytes",IC,"model/chatglm_llm.py
web.py","1. Set up GPT4 PDF Chatbot LangChain: Ensure the project is correctly set up in your local environment.
2. Configure Pinecone: Ensure Pinecone is properly set up and integrated.
3. Upload a large PDF document or dataset that could exceed typical message size limits.
4. Run the Chatbot: Execute `python app.py` or the relevant command to start the server.
5. Open the chat interface in the web UI.
6. Enter a query that processes the large PDF document or dataset.
7. Observe if a PineconeError occurs, specifically an error message indicating that the message length is too large, such as ""found 5453452 bytes, the limit is: 4194304 bytes.""",['model/chatglm_llm.py'],['incorrectness']
259,alejandro-ao/ask-multiple-pdfs,https://github.com/alejandro-ao/ask-multiple-pdfs/tree/362e85213a01d73772d5319fb9819e026ecbe8a7,unclear context in prompt,/,The LLM's answers sometimes contradict the truth or the content of the uploaded file,IC,app.py,"1.In the the application, select a character to converse with.
2.Ask the character vague or ambiguous questions/overly complex or contradictory Information
like ""Explain what it is."" or ""If the sun were blue, what color would the moon be?""",['app.py'],['incorrectness']
260,alejandro-ao/ask-multiple-pdfs,https://github.com/alejandro-ao/ask-multiple-pdfs/tree/362e85213a01d73772d5319fb9819e026ecbe8a7,unnecessary llm output,/,The last sentence in the generated output is repeated multiple times. ,SL,app.py,"1. Set up Ask Multiple PDFs: Ensure the project is correctly set up in your local environment.
2. Upload multiple PDF documents for querying.
3. Run the application: Execute `python app.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query that requires generating a detailed response.
6. Observe the generated output to check if the last sentence is repeated multiple times.",['app.py'],['slower execution']
261,alejandro-ao/ask-multiple-pdfs,https://github.com/alejandro-ao/ask-multiple-pdfs/tree/362e85213a01d73772d5319fb9819e026ecbe8a7,exceeding llm content limit,/,"InvalidRequestError: This model's maximum context length is 4097 tokens. However, your messages resulted in 6777 tokens. Please reduce the length of the messages",ST,app.py,"1. Set up Ask Multiple PDFs: Ensure the project is correctly set up in your local environment.
2. Upload multiple PDF documents for querying.
3. Run the application: Execute `python app.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a very detailed or lengthy query that is likely to exceed the model's maximum context length.
6. Observe if an `InvalidRequestError` occurs with a message indicating that the model's maximum context length of 4097 tokens has been exceeded by your messages, resulting in 6777 tokens.",['app.py'],['fail-stops']
262,alejandro-ao/ask-multiple-pdfs,https://github.com/alejandro-ao/ask-multiple-pdfs/tree/362e85213a01d73772d5319fb9819e026ecbe8a7,missing llm input format validation,/,Every time you have to reload the PDF file,SL,app.py,"1. Set up Ask Multiple PDFs: Ensure the project is correctly set up in your local environment.
2. Upload a PDF document for querying.
3. Run the application: Execute `python app.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query related to the uploaded PDF document.
6. After receiving the response, navigate away from the query interface or refresh the page.
7. Return to the query interface.
8. Attempt to enter another query related to the initially uploaded PDF document.
9. Observe if you need to reload the PDF file every time you want to query it again.",['app.py'],['slower execution']
263,aigeek0x0/chat-with-multiple-pdfs-streamlit-langchain-faiss-openai,https://github.com/aigeek0x0/chat-with-multiple-pdfs-streamlit-langchain-faiss-openai/tree/3cc2b0ac1522d6a78a998759ea212052ddefb3b7,unclear context in prompt,/,The LLM's answers sometimes contradict the truth or the content of the uploaded file,IC,app.py,"1.In the the application, select a character to converse with.
2.Ask the character vague or ambiguous questions/overly complex or contradictory Information
like ""Explain what it is."" or ""If the sun were blue, what color would the moon be?""",['app.py'],['incorrectness']
264,aigeek0x0/chat-with-multiple-pdfs-streamlit-langchain-faiss-openai,https://github.com/aigeek0x0/chat-with-multiple-pdfs-streamlit-langchain-faiss-openai/tree/3cc2b0ac1522d6a78a998759ea212052ddefb3b7,unnecessary llm output,/,The last sentence in the generated output is repeated multiple times. ,SL,app.py,"1. Set up Ask Multiple PDFs: Ensure the project is correctly set up in your local environment.
2. Upload multiple PDF documents for querying.
3. Run the application: Execute `python app.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query that requires generating a detailed response.
6. Observe the generated output to check if the last sentence is repeated multiple times.",['app.py'],['slower execution']
265,aigeek0x0/chat-with-multiple-pdfs-streamlit-langchain-faiss-openai,https://github.com/aigeek0x0/chat-with-multiple-pdfs-streamlit-langchain-faiss-openai/tree/3cc2b0ac1522d6a78a998759ea212052ddefb3b7,exceeding llm content limit,/,"InvalidRequestError: This model's maximum context length is 4097 tokens. However, your messages resulted in 6777 tokens. Please reduce the length of the messages",ST,app.py,"1. Set up Ask Multiple PDFs: Ensure the project is correctly set up in your local environment.
2. Upload multiple PDF documents for querying.
3. Run the application: Execute `python app.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a very detailed or lengthy query that is likely to exceed the model's maximum context length.
6. Observe if an `InvalidRequestError` occurs with a message indicating that the model's maximum context length of 4097 tokens has been exceeded by your messages, resulting in 6777 tokens.",['app.py'],['fail-stops']
266,aigeek0x0/chat-with-multiple-pdfs-streamlit-langchain-faiss-openai,https://github.com/aigeek0x0/chat-with-multiple-pdfs-streamlit-langchain-faiss-openai/tree/3cc2b0ac1522d6a78a998759ea212052ddefb3b7,missing llm input format validation,/,Every time you have to reload the PDF file,SL,app.py,"1. Set up Ask Multiple PDFs: Ensure the project is correctly set up in your local environment.
2. Upload a PDF document for querying.
3. Run the application: Execute `python app.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query related to the uploaded PDF document.
6. After receiving the response, navigate away from the query interface or refresh the page.
7. Return to the query interface.
8. Attempt to enter another query related to the initially uploaded PDF document.
9. Observe if you need to reload the PDF file every time you want to query it again.",['app.py'],['slower execution']
267,mayooear/private-chatbot-mpt30b-langchain,https://github.com/mayooear/private-chatbot-mpt30b-langchain/tree/dbb888a2d5f1eaf6256ffab53e4ec0b766a86a3f,unclear context in prompt,/,The LLM's answers sometimes contradict the truth or the content of the uploaded file,IC,"utils.py
chat.py","1.In the the application, select a character to converse with.
2.Ask the character vague or ambiguous questions/overly complex or contradictory Information
like ""Explain what it is."" or ""If the sun were blue, what color would the moon be?""","['chat.py', 'utils.py']",['incorrectness']
268,mayooear/private-chatbot-mpt30b-langchain,https://github.com/mayooear/private-chatbot-mpt30b-langchain/tree/dbb888a2d5f1eaf6256ffab53e4ec0b766a86a3f,missing llm input format validation,/,The analysis of PPT documents needs optimization,IC,"chat.py
question_answer_docs.py",Upload the pptx file.,"['chat.py', 'question_answer_docs.py']",['incorrectness']
269,mayooear/private-chatbot-mpt30b-langchain,https://github.com/mayooear/private-chatbot-mpt30b-langchain/tree/dbb888a2d5f1eaf6256ffab53e4ec0b766a86a3f,exceeding llm content limit,/,Requested tokens exceed context window of 2048,ST,"chat.py
ingest.py","

""1. Set up the application according to the README.md of this project
2. Upload a text document in the application's chat UI. Wait for multiple rounds of processing, and we will receive the following error:
‘...
Regarding completion_chunk","['chat.py', 'ingest.py']",['fail-stops']
270,c0sogi/LLMChat,https://github.com/c0sogi/LLMChat/tree/b0fe554ca2327d2dc43dc819934b7973e662ffdb,unclear context in prompt,/,The LLM's answers sometimes contradict the truth or the content of the uploaded file,IC,"app/models/llms.py
app/models/completion_models.py
app/utils/chat/commands/prompt.py
app/models/base_models.py","1.In the the application, select a character to converse with.
2.Ask the character vague or ambiguous questions/overly complex or contradictory Information
like ""Explain what it is."" or ""If the sun were blue, what color would the moon be?""",['app/viewmodels/base_models.py'],['incorrectness']
271,c0sogi/LLMChat,https://github.com/c0sogi/LLMChat/tree/b0fe554ca2327d2dc43dc819934b7973e662ffdb,missing llm input format validation,/,The analysis of PPT documents needs optimization,IC,"app/utils/chat/text_generations/__init__.py
app/models/base_models.py
app/models/llms.py",Upload the pptx file.,['app/viewmodels/base_models.py'],['incorrectness']
272,c0sogi/LLMChat,https://github.com/c0sogi/LLMChat/tree/b0fe554ca2327d2dc43dc819934b7973e662ffdb,exceeding llm content limit,/,Requested tokens exceed context window of 2048,ST,"app/utils/auth/token.py
app/models/base_models.py","

""1. Set up the application according to the README.md of this project
2. Upload a text document in the application's chat UI. Wait for multiple rounds of processing, and we will receive the following error:
‘...
Regarding completion_chunk","['app/viewmodels/base_models.py', 'app/utils/auth/token.py']",['fail-stops']
273,dotvignesh/PDFChat,https://github.com/dotvignesh/PDFChat/tree/bb46824b7835386d39f76cd0c70b427dc42997c9,unclear context in prompt,/,The LLM's answers sometimes contradict the truth or the content of the uploaded file,IC,app.py,"1.In the the application, select a character to converse with.
2.Ask the character vague or ambiguous questions/overly complex or contradictory Information
like ""Explain what it is."" or ""If the sun were blue, what color would the moon be?""",['app.py'],['incorrectness']
274,dotvignesh/PDFChat,https://github.com/dotvignesh/PDFChat/tree/bb46824b7835386d39f76cd0c70b427dc42997c9,missing llm input format validation,/,The analysis of PPT documents needs optimization,IC,app.py,Upload the pptx file.,['app.py'],['incorrectness']
275,dotvignesh/PDFChat,https://github.com/dotvignesh/PDFChat/tree/bb46824b7835386d39f76cd0c70b427dc42997c9,exceeding llm content limit,/,can't upload multiples files and ask Q&A from.,ST,app.py,"1. Set up PDFChat: Ensure the project is correctly set up in your local environment.
2. Run the application: Execute `python app.py` or the relevant command to start the server.
3. Open the upload interface in the web UI.
4. Attempt to upload multiple PDF files.
5. Enter a query that requires information from the content of the uploaded PDF files.
6. Observe if the application fails to handle multiple file uploads and if you encounter issues when asking questions based on the content of the multiple files.",['app.py'],['fail-stops']
276,yvann-hub/Robby-chatbot,https://github.com/yvann-hub/Robby-chatbot/tree/5beb6894c8ba0d0b67188ba2be568a2a22a00491,exceeding llm content limit,case1,can't upload multiples csv files for the chatbot,ST,"src/modules/robby_sheet/table_tool.py
src/modules/chatbot.py","1. Set up Robby-chatbot: Ensure the project is correctly set up in your local environment.
2. Run the application: Execute `python app.py` or the relevant command to start the server.
3. Open the upload interface in the web UI.
4. Attempt to upload multiple CSV files.
5. Observe if the application fails to handle the upload of multiple CSV files for the chatbot.",['src/modules/chatbot.py'],['fail-stops']
277,yvann-hub/Robby-chatbot,https://github.com/yvann-hub/Robby-chatbot/tree/5beb6894c8ba0d0b67188ba2be568a2a22a00491,imprecise knowledge retrieval,/,when the embeded file size increases the query time also increases dramatically,SL,"tuto_chatbot_csv.py
src/modules/embedder.py","1. Set up Robby-chatbot: Ensure the project is correctly set up in your local environment.
2. Prepare a series of files of varying sizes to be used for embedding.
3. Run the application: Execute `python app.py` or the relevant command to start the server.
4. Open the upload interface in the web UI.
5. Upload a small file and measure the query time by entering a relevant query.
6. Upload a medium-sized file and measure the query time by entering a relevant query.
7. Upload a large file and measure the query time by entering a relevant query.
8. Observe if the query time increases dramatically with the size of the embedded file.","['src/modules/embedder.py', 'src/tuto_chatbot_csv.py']",['slower execution']
278,yvann-hub/Robby-chatbot,https://github.com/yvann-hub/Robby-chatbot/tree/5beb6894c8ba0d0b67188ba2be568a2a22a00491,missing llm input format validation,case1,Problem loading XLSX file,IC,tuto_chatbot_csv.py,"1. Set up Robby-chatbot: Ensure the project is correctly set up in your local environment.
2. Run the application: Execute `python app.py` or the relevant command to start the server.
3. Open the upload interface in the web UI.
4. Attempt to upload an XLSX file.
5. Observe if there is any problem or error message during the loading process of the XLSX file.(for example, TypeError: 'NoneType' object is not callable)",['src/tuto_chatbot_csv.py'],['incorrectness']
279,yvann-hub/Robby-chatbot,https://github.com/yvann-hub/Robby-chatbot/tree/5beb6894c8ba0d0b67188ba2be568a2a22a00491,unclear context in prompt,/,Limit the answers to the file only.,IC,"src/modules/layout.py
src/modules/history.py","1. Set up Robby-chatbot: Ensure the project is correctly set up in your local environment.
2. Upload a file containing specific information for querying.
3. Run the application: Execute `python app.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query related to the content of the uploaded file.
6. Observe the response to ensure it is limited to the information within the uploaded file only, without including external or unrelated information.(for example, AttributeError: 'Chatbot' object has no attribute 'tell_joke')","['src/modules/layout.py', 'src/modules/history.py']",['incorrectness']
280,gabacode/ChatBot-PDF,https://github.com/gabacode/ChatBot-PDF/tree/320476ac687db4ea0e9051b4b25ef6904d3a014d,exceeding llm content limit,case1,can't upload multiples csv files for the chatbot,ST,modules/chatbot.py,"1. Set up: Ensure the project is correctly set up in your local environment.
2. Run the application: Execute `python app.py` or the relevant command to start the server.
3. Open the upload interface in the web UI.
4. Attempt to upload multiple CSV files.
5. Observe if the application fails to handle the upload of multiple CSV files for the chatbot.",['modules/chatbot.py'],['fail-stops']
281,gabacode/ChatBot-PDF,https://github.com/gabacode/ChatBot-PDF/tree/320476ac687db4ea0e9051b4b25ef6904d3a014d,imprecise knowledge retrieval,/,when the embeded file size increases the query time also increases dramatically,SL,"modules/chatbot.py
modules/embedder.py","1. Set up: Ensure the project is correctly set up in your local environment.
2. Prepare a series of files of varying sizes to be used for embedding.
3. Run the application: Execute `python app.py` or the relevant command to start the server.
4. Open the upload interface in the web UI.
5. Upload a small file and measure the query time by entering a relevant query.
6. Upload a medium-sized file and measure the query time by entering a relevant query.
7. Upload a large file and measure the query time by entering a relevant query.
8. Observe if the query time increases dramatically with the size of the embedded file.","['modules/chatbot.py', 'modules/embedder.py']",['slower execution']
